,league,split,week,game,date,patchno,side,team,teamdragkills,elders,herald,teambaronkills,totalgold,earnedgpm,cspm
287,WC,2019-W,PI-RR,4,43743.35670138889,9.19,Red,Royal Youth,4.0,1.0,1.0,2.0,79506.0,1313.9161873459325,32.51437962202136
298,WC,2019-W,PI-RR,4,43743.40042824074,9.19,Blue,Lowkey Esports,0.0,0.0,1.0,0.0,48511.0,940.1295279912185,33.358946212952794
299,WC,2019-W,PI-RR,4,43743.40042824074,9.19,Red,Hong Kong Attitude,4.0,0.0,0.0,2.0,62763.0,1409.4599341383096,35.66410537870472
310,WC,2019-W,PI-RR,T,43743.43828703704,9.19,Blue,Royal Youth,3.0,0.0,1.0,1.0,54308.0,1285.1326164874554,30.788530465949822
311,WC,2019-W,PI-RR,T,43743.43828703704,9.19,Red,Flamengo,0.0,0.0,0.0,0.0,40505.0,790.4014336917564,27.8494623655914
322,WC,2019-W,PI-KO,2,43745.303981481484,9.19,Blue,Damwon Gaming,3.0,0.0,1.0,1.0,49434.0,1221.0324221233313,33.604577240940884
323,WC,2019-W,PI-KO,2,43745.303981481484,9.19,Red,Lowkey Esports,1.0,0.0,0.0,0.0,39778.0,852.7171010807375,29.904640813731724
334,WC,2019-W,PI-KO,1,43745.231527777774,9.19,Blue,Lowkey Esports,2.0,1.0,1.0,2.0,75625.0,1169.928,25.944000000000003
335,WC,2019-W,PI-KO,1,43745.231527777774,9.19,Red,Damwon Gaming,4.0,0.0,0.0,0.0,78429.0,1237.2240000000002,28.872000000000003
346,WC,2019-W,PI-KO,3,43745.326273148145,9.19,Blue,Damwon Gaming,3.0,0.0,1.0,2.0,66930.0,1368.4229607250754,33.383685800604226
347,WC,2019-W,PI-KO,3,43745.326273148145,9.19,Red,Lowkey Esports,1.0,0.0,0.0,0.0,56634.0,1057.3655589123864,31.540785498489427
358,WC,2019-W,PI-KO,4,43745.36273148148,9.19,Blue,Lowkey Esports,0.0,0.0,0.0,0.0,32240.0,746.5619955979457,28.965517241379313
359,WC,2019-W,PI-KO,4,43745.36273148148,9.19,Red,Damwon Gaming,3.0,0.0,1.0,1.0,49601.0,1510.8026412325755,35.87674247982392
370,WC,2019-W,PI-KO,1,43745.395416666666,9.19,Blue,Clutch Gaming,2.0,0.0,1.0,1.0,57219.0,1250.401334074486,35.28627015008338
371,WC,2019-W,PI-KO,1,43745.395416666666,9.19,Red,Royal Youth,2.0,0.0,0.0,0.0,46447.0,891.1350750416899,30.583657587548636
382,WC,2019-W,PI-KO,2,43745.43152777778,9.19,Blue,Clutch Gaming,3.0,0.0,1.0,1.0,57394.0,1415.1170084439084,34.66827503015681
383,WC,2019-W,PI-KO,2,43745.43152777778,9.19,Red,Royal Youth,0.0,0.0,0.0,0.0,44561.0,950.714113389626,29.529553679131485
394,WC,2019-W,PI-KO,3,43745.46540509259,9.19,Blue,Clutch Gaming,6.0,0.0,1.0,2.0,74983.0,1378.2208201892743,33.582694907616045
395,WC,2019-W,PI-KO,3,43745.46540509259,9.19,Red,Royal Youth,0.0,0.0,0.0,0.0,60005.0,973.227579990987,30.824695808922936
406,WC,2019-W,PI-KO,1,43746.237604166665,9.19,Blue,Hong Kong Attitude,4.0,0.0,1.0,1.0,59071.0,1453.3818615751788,35.69212410501193
407,WC,2019-W,PI-KO,1,43746.237604166665,9.19,Red,Isurus Gaming,0.0,0.0,0.0,0.0,42685.0,866.7708830548926,30.465393794749403
418,WC,2019-W,PI-KO,2,43746.27787037037,9.19,Blue,Isurus Gaming,5.0,0.0,1.0,1.0,65160.0,1319.8122160524988,36.43614336193841
419,WC,2019-W,PI-KO,2,43746.27787037037,9.19,Red,Hong Kong Attitude,0.0,0.0,0.0,0.0,54871.0,1008.1817264008077,31.680969207470973
430,WC,2019-W,PI-KO,3,43746.315150462964,9.19,Blue,Hong Kong Attitude,5.0,1.0,1.0,2.0,76915.0,1260.0446096654273,30.681536555142504
431,WC,2019-W,PI-KO,3,43746.315150462964,9.19,Red,Isurus Gaming,2.0,0.0,0.0,0.0,69738.0,1082.1759603469638,32.7633209417596
442,WC,2019-W,PI-KO,4,43746.35728009259,9.19,Blue,Isurus Gaming,3.0,1.0,0.0,0.0,63029.0,1067.8637602179836,32.04359673024523
443,WC,2019-W,PI-KO,4,43746.35728009259,9.19,Red,Hong Kong Attitude,3.0,0.0,1.0,1.0,68114.0,1206.4196185286103,36.730245231607626
454,WC,2019-W,PI-KO,1,43746.401770833334,9.19,Blue,Unicorns of Love,3.0,2.0,1.0,2.0,87567.0,1280.8770131771596,27.43045387994144
455,WC,2019-W,PI-KO,1,43746.401770833334,9.19,Red,Splyce,4.0,0.0,0.0,2.0,86035.0,1247.2313323572473,30.505124450951683
466,WC,2019-W,PI-KO,2,43746.449907407405,9.19,Blue,Splyce,2.0,0.0,1.0,2.0,64640.0,1392.0760295670539,32.43928194297783
467,WC,2019-W,PI-KO,2,43746.449907407405,9.19,Red,Unicorns of Love,2.0,0.0,0.0,0.0,50882.0,956.2365364308341,28.891235480464623
478,WC,2019-W,PI-KO,3,43746.48594907407,9.19,Blue,Splyce,4.0,0.0,1.0,1.0,61585.0,1362.0,32.62295081967213
479,WC,2019-W,PI-KO,3,43746.48594907407,9.19,Red,Unicorns of Love,0.0,0.0,0.0,0.0,49062.0,951.4098360655739,27.311475409836067
490,WC,2019-W,PI-KO,4,43746.52143518518,9.19,Blue,Unicorns of Love,5.0,1.0,1.0,1.0,81198.0,1280.9644268774705,29.881422924901187
491,WC,2019-W,PI-KO,4,43746.52143518518,9.19,Red,Splyce,1.0,0.0,0.0,2.0,72416.0,1072.6956521739132,29.691699604743086
502,WC,2019-W,PI-KO,5,43746.56449074074,9.19,Blue,Splyce,4.0,1.0,0.0,1.0,72153.0,1257.8811096433287,33.89696169088507
503,WC,2019-W,PI-KO,5,43746.56449074074,9.19,Red,Unicorns of Love,2.0,0.0,1.0,1.0,64669.0,1060.1532364597092,30.11889035667107
514,WC,2019-W,G,1,43750.24628472222,9.19,Blue,Fnatic,0.0,0.0,0.0,0.0,63447.0,1125.8161455902941,32.92580494633691
515,WC,2019-W,G,1,43750.24628472222,9.19,Red,SK Telecom T1,4.0,0.0,1.0,1.0,71551.0,1352.7130191320578,34.269715352309845
526,WC,2019-W,G,1,43750.331145833334,9.19,Blue,Royal Never Give Up,2.0,0.0,0.0,1.0,61840.0,1314.5639936271907,33.61656930430165
527,WC,2019-W,G,1,43750.331145833334,9.19,Red,Clutch Gaming,2.0,0.0,1.0,0.0,47780.0,866.5554965480617,29.824747742963357
538,WC,2019-W,G,1,43750.3774537037,9.19,Blue,Invictus Gaming,3.0,0.0,0.0,0.0,52695.0,1117.7865168539327,34.78651685393258
539,WC,2019-W,G,1,43750.3774537037,9.19,Red,AHQ e-Sports Club,1.0,0.0,1.0,0.0,47069.0,928.1460674157304,31.85393258426966
550,WC,2019-W,G,1,43750.41972222222,9.19,Blue,Damwon Gaming,1.0,0.0,1.0,0.0,51275.0,993.2654155495978,32.139410187667565
551,WC,2019-W,G,1,43750.41972222222,9.19,Red,Team Liquid,3.0,0.0,0.0,1.0,57430.0,1191.2815013404825,31.817694369973193
562,WC,2019-W,G,1,43750.46271990741,9.19,Blue,J Team,1.0,0.0,1.0,2.0,68722.0,1225.4897680763984,32.41473396998636
563,WC,2019-W,G,1,43750.46271990741,9.19,Red,Funplus Phoenix,4.0,0.0,0.0,0.0,61252.0,1021.6698499317871,33.0968622100955
574,WC,2019-W,G,1,43750.51054398148,9.19,Blue,GAM Esports,1.0,0.0,0.0,0.0,50643.0,1005.0131291028447,36.10503282275711
575,WC,2019-W,G,1,43750.51054398148,9.19,Red,Splyce,3.0,0.0,1.0,1.0,56893.0,1210.155361050328,35.44857768052517
586,WC,2019-W,G,2,43751.25372685185,9.19,Blue,SK Telecom T1,4.0,0.0,1.0,2.0,82715.0,1291.361934477379,32.66770670826833
587,WC,2019-W,G,2,43751.25372685185,9.19,Red,Royal Never Give Up,3.0,1.0,0.0,1.0,82659.0,1290.0514820592823,30.702028081123245
598,WC,2019-W,G,2,43751.329872685186,9.19,Blue,Fnatic,2.0,1.0,0.0,0.0,74973.0,1271.8310580204777,31.02389078498293
599,WC,2019-W,G,2,43751.329872685186,9.19,Red,Clutch Gaming,4.0,0.0,1.0,0.0,65751.0,1035.773037542662,29.334470989761087
610,WC,2019-W,G,2,43751.37321759259,9.19,Blue,Team Liquid,2.0,0.0,1.0,0.0,58772.0,1086.8850518006907,30.606808090774543
611,WC,2019-W,G,2,43751.37321759259,9.19,Red,Invictus Gaming,3.0,0.0,0.0,1.0,65229.0,1278.0148001973362,33.38924518993587
622,WC,2019-W,G,2,43751.41415509259,9.19,Blue,AHQ e-Sports Club,1.0,0.0,0.0,0.0,42102.0,863.5072463768116,28.550724637681157
623,WC,2019-W,G,2,43751.41415509259,9.19,Red,Damwon Gaming,3.0,0.0,1.0,1.0,51746.0,1212.9275362318838,35.0
634,WC,2019-W,G,2,43751.451203703706,9.19,Blue,Griffin,1.0,0.0,1.0,0.0,48848.0,980.9530201342283,34.194630872483216
635,WC,2019-W,G,2,43751.451203703706,9.19,Red,G2 Esports,3.0,0.0,0.0,1.0,59691.0,1344.8120805369128,34.83221476510067
646,WC,2019-W,G,2,43751.4900462963,9.19,Blue,Cloud9,4.0,1.0,1.0,2.0,89096.0,1253.0177179305458,32.147413182140326
647,WC,2019-W,G,2,43751.4900462963,9.19,Red,Hong Kong Attitude,2.0,0.0,0.0,0.0,80402.0,1068.170092133239,30.637845499645643
658,WC,2019-W,G,3,43752.322743055556,9.19,Blue,Invictus Gaming,3.0,0.0,1.0,0.0,66939.0,1102.7602441150827,32.92938099389712
659,WC,2019-W,G,3,43752.322743055556,9.19,Red,Damwon Gaming,3.0,1.0,0.0,2.0,75257.0,1320.319093286835,31.543156059285092
670,WC,2019-W,G,3,43752.36908564815,9.19,Blue,AHQ e-Sports Club,2.0,0.0,1.0,1.0,74734.0,1133.186360031721,28.620142743854085
671,WC,2019-W,G,3,43752.36908564815,9.19,Red,Team Liquid,4.0,1.0,0.0,1.0,77171.0,1191.1641554321968,29.429024583663757
682,WC,2019-W,G,3,43752.41569444445,9.19,Blue,Funplus Phoenix,2.0,0.0,0.0,1.0,68914.0,1324.0535117056859,34.45771619684663
683,WC,2019-W,G,3,43752.41569444445,9.19,Red,Splyce,3.0,0.0,1.0,0.0,59534.0,1055.1571906354516,29.125656951743906
694,WC,2019-W,G,3,43752.4555787037,9.19,Blue,J Team,1.0,0.0,1.0,0.0,66131.0,1044.086956521739,30.81841432225064
695,WC,2019-W,G,3,43752.4555787037,9.19,Red,GAM Esports,3.0,0.0,0.0,0.0,73805.0,1240.3529411764705,35.37084398976982
706,WC,2019-W,G,3,43752.50087962963,9.19,Blue,Griffin,3.0,0.0,0.0,1.0,74267.0,1313.7331571994714,37.85997357992074
707,WC,2019-W,G,3,43752.50087962963,9.19,Red,Hong Kong Attitude,2.0,0.0,1.0,0.0,62624.0,1006.124174372523,33.65918097754293
718,WC,2019-W,G,3,43752.54336805556,9.19,Blue,G2 Esports,2.0,0.0,0.0,1.0,53607.0,1509.6926201760325,28.720379146919427
719,WC,2019-W,G,3,43752.54336805556,9.19,Red,Cloud9,0.0,0.0,1.0,0.0,38971.0,915.136086662153,25.064319566689235
730,WC,2019-W,G,4,43753.31895833334,9.19,Blue,Royal Never Give Up,2.0,0.0,1.0,1.0,69943.0,1274.2448418156807,35.73590096286107
731,WC,2019-W,G,4,43753.31895833334,9.19,Red,Fnatic,3.0,0.0,0.0,0.0,60352.0,1010.3933975240714,31.85694635488308
742,WC,2019-W,G,4,43753.36681712963,9.19,Blue,Clutch Gaming,0.0,0.0,0.0,0.0,36814.0,742.2420382165606,28.777070063694264
743,WC,2019-W,G,4,43753.36681712963,9.19,Red,SK Telecom T1,4.0,0.0,1.0,1.0,53848.0,1393.2229299363057,36.53503184713375
754,WC,2019-W,G,4,43753.44267361111,9.19,Blue,Splyce,0.0,0.0,1.0,0.0,74877.0,1032.8862364789259,34.46475195822455
755,WC,2019-W,G,4,43753.44267361111,9.19,Red,J Team,6.0,1.0,0.0,3.0,86269.0,1287.8358821335323,32.517717269675494
766,WC,2019-W,G,4,43753.4894212963,9.19,Blue,Cloud9,2.0,0.0,1.0,1.0,81087.0,1221.7960122699385,33.3819018404908
767,WC,2019-W,G,4,43753.4894212963,9.19,Red,Griffin,4.0,1.0,0.0,2.0,87081.0,1359.6947852760736,33.24386503067485
778,WC,2019-W,G,4,43753.53554398148,9.19,Blue,Hong Kong Attitude,1.0,0.0,1.0,0.0,50978.0,1008.0326619488295,29.232444202504084
779,WC,2019-W,G,4,43753.53554398148,9.19,Red,G2 Esports,3.0,0.0,0.0,1.0,60710.0,1325.8987479586283,35.01360914534567
790,WC,2019-W,G,4,43753.40454861111,9.19,Blue,Funplus Phoenix,2.0,0.0,1.0,1.0,50757.0,1484.7728237791935,35.15923566878981
791,WC,2019-W,G,4,43753.40454861111,9.19,Red,GAM Esports,0.0,0.0,0.0,0.0,34906.0,811.6942675159236,32.14437367303609
802,WC,2019-W,G,5.1,43755.28770833334,9.19,Blue,GAM Esports,0.0,0.0,1.0,0.0,46801.0,973.4450261780104,33.43804537521815
803,WC,2019-W,G,5.1,43755.28770833334,9.19,Red,Funplus Phoenix,3.0,0.0,0.0,1.0,59709.0,1423.9860383944153,35.846422338568935
814,WC,2019-W,G,5.2,43755.361875,9.19,Blue,J Team,0.0,0.0,0.0,0.0,42899.0,845.7296664716208,30.544177881802224
815,WC,2019-W,G,5.2,43755.361875,9.19,Red,Splyce,3.0,0.0,1.0,1.0,54522.0,1253.7928613224108,32.615564657694556
826,WC,2019-W,G,5.3,43755.3983912037,9.19,Blue,GAM Esports,0.0,0.0,0.0,0.0,42537.0,922.8290863890616,30.42883778744562
827,WC,2019-W,G,5.3,43755.3983912037,9.19,Red,J Team,3.0,0.0,1.0,1.0,53365.0,1326.6078309509012,35.27656929770043
838,WC,2019-W,G,5.4,43755.4344212963,9.19,Blue,Splyce,2.0,0.0,0.0,1.0,66843.0,1298.4571984435797,32.947470817120625
839,WC,2019-W,G,5.4,43755.4344212963,9.19,Red,Funplus Phoenix,2.0,0.0,1.0,0.0,58400.0,1052.0661478599222,33.21011673151751
850,WC,2019-W,G,5.5,43755.47405092593,9.19,Blue,Splyce,2.0,0.0,0.0,2.0,68085.0,1400.2775263951735,33.51432880844646
851,WC,2019-W,G,5.5,43755.47405092593,9.19,Red,GAM Esports,3.0,0.0,1.0,0.0,61745.0,1209.025641025641,36.289592760180994
862,WC,2019-W,G,5.6,43755.51335648148,9.19,Blue,Funplus Phoenix,3.0,0.0,1.0,1.0,54624.0,1620.536687631027,38.90985324947589
863,WC,2019-W,G,5.6,43755.51335648148,9.19,Red,J Team,0.0,0.0,0.0,0.0,33330.0,727.7064989517818,28.301886792452827
874,WC,2019-W,G,T,43755.55121527778,9.19,Blue,Funplus Phoenix,3.0,1.0,1.0,1.0,75853.0,1300.8852739726028,33.801369863013704
875,WC,2019-W,G,T,43755.55121527778,9.19,Red,Splyce,2.0,0.0,0.0,0.0,67549.0,1087.597602739726,32.26027397260274
886,WC,2019-W,G,6.2,43756.35792824074,9.19,Blue,G2 Esports,3.0,0.0,0.0,1.0,59771.0,1354.094276094276,36.4983164983165
887,WC,2019-W,G,6.2,43756.35792824074,9.19,Red,Hong Kong Attitude,1.0,0.0,1.0,0.0,49055.0,993.2861952861954,30.70707070707071
898,WC,2019-W,G,6.1,43756.31230324074,9.19,Blue,Griffin,3.0,0.0,1.0,1.0,53221.0,1555.6515679442507,36.041811846689896
899,WC,2019-W,G,6.1,43756.31230324074,9.19,Red,Cloud9,0.0,0.0,0.0,0.0,34457.0,771.0940766550523,30.648083623693378
910,WC,2019-W,G,6.3,43756.396157407406,9.19,Blue,Hong Kong Attitude,0.0,0.0,1.0,0.0,45699.0,858.829646017699,29.867256637168143
911,WC,2019-W,G,6.3,43756.396157407406,9.19,Red,Griffin,4.0,0.0,0.0,1.0,59581.0,1319.5154867256638,36.40486725663717
922,WC,2019-W,G,6.4,43756.432974537034,9.19,Blue,Cloud9,1.0,0.0,0.0,0.0,52453.0,986.5915492957746,26.353677621283254
923,WC,2019-W,G,6.4,43756.432974537034,9.19,Red,G2 Esports,2.0,0.0,1.0,2.0,67109.0,1445.3082942097028,31.58059467918623
934,WC,2019-W,G,6.5,43756.471770833334,9.19,Blue,Hong Kong Attitude,0.0,0.0,0.0,1.0,49273.0,1102.6181384248212,31.073985680190933
935,WC,2019-W,G,6.5,43756.471770833334,9.19,Red,Cloud9,3.0,0.0,1.0,0.0,51689.0,1189.1097852028638,33.86634844868735
946,WC,2019-W,G,6.6,43756.50787037037,9.19,Blue,G2 Esports,0.0,0.0,0.0,0.0,39971.0,800.8004881025016,31.372788285539965
947,WC,2019-W,G,6.6,43756.50787037037,9.19,Red,Griffin,4.0,0.0,1.0,1.0,55287.0,1361.4838316046369,32.98352654057352
958,WC,2019-W,G,T,43756.54488425926,9.19,Blue,G2 Esports,0.0,0.0,0.0,0.0,43312.0,860.2293739028672,30.579286132241073
959,WC,2019-W,G,T,43756.54488425926,9.19,Red,Griffin,4.0,0.0,1.0,1.0,56432.0,1320.8496196606204,30.50906963136337
970,WC,2019-W,G,7.1,43757.281064814815,9.19,Blue,Royal Never Give Up,4.0,0.0,0.0,1.0,63684.0,1143.0985915492959,33.859154929577464
971,WC,2019-W,G,7.1,43757.281064814815,9.19,Red,SK Telecom T1,1.0,0.0,1.0,1.0,69193.0,1298.281690140845,35.63380281690141
982,WC,2019-W,G,7.2,43757.326840277776,9.19,Blue,Clutch Gaming,4.0,0.0,0.0,1.0,96444.0,1342.0801644398766,30.976361767728672
983,WC,2019-W,G,7.2,43757.326840277776,9.19,Red,Fnatic,4.0,2.0,1.0,3.0,96740.0,1348.16443987667,30.688591983556012
994,WC,2019-W,G,7.3,43757.37701388889,9.19,Blue,SK Telecom T1,2.0,0.0,1.0,0.0,44494.0,987.8515769944343,31.910946196660483
995,WC,2019-W,G,7.3,43757.37701388889,9.19,Red,Fnatic,1.0,0.0,0.0,1.0,53306.0,1314.8274582560296,29.573283858998145
1006,WC,2019-W,G,7.4,43757.41237268518,9.19,Blue,Clutch Gaming,0.0,0.0,1.0,0.0,50736.0,1051.752808988764,33.10112359550562
1007,WC,2019-W,G,7.4,43757.41237268518,9.19,Red,Royal Never Give Up,4.0,0.0,0.0,1.0,60441.0,1378.887640449438,35.157303370786515
1018,WC,2019-W,G,7.5,43757.448912037034,9.19,Blue,SK Telecom T1,4.0,0.0,0.0,1.0,69970.0,1460.26586102719,38.157099697885194
1019,WC,2019-W,G,7.5,43757.448912037034,9.19,Red,Clutch Gaming,1.0,0.0,1.0,1.0,55043.0,1009.299093655589,32.779456193353475
1030,WC,2019-W,G,7.6,43757.489074074074,9.19,Blue,Fnatic,4.0,0.0,0.0,2.0,63950.0,1318.2416452442162,35.29048843187661
1031,WC,2019-W,G,7.6,43757.489074074074,9.19,Red,Royal Never Give Up,0.0,0.0,1.0,0.0,49551.0,874.056555269923,30.971722365038563
1042,WC,2019-W,G,8.1,43758.27594907407,9.19,Blue,AHQ e-Sports Club,2.0,0.0,0.0,0.0,52415.0,953.5521472392638,31.56441717791411
1043,WC,2019-W,G,8.1,43758.27594907407,9.19,Red,Invictus Gaming,3.0,0.0,1.0,2.0,62713.0,1269.4417177914108,33.49693251533742
1054,WC,2019-W,G,8.2,43758.32400462963,9.19,Blue,Team Liquid,0.0,0.0,0.0,0.0,52031.0,956.2043343653252,33.40557275541796
1055,WC,2019-W,G,8.2,43758.32400462963,9.19,Red,Damwon Gaming,5.0,0.0,1.0,1.0,65659.0,1378.1238390092885,36.59442724458205
1066,WC,2019-W,G,8.3,43758.36336805556,9.19,Blue,Team Liquid,3.0,0.0,0.0,1.0,58664.0,1238.9208400646203,33.63489499192246
1067,WC,2019-W,G,8.3,43758.36336805556,9.19,Red,AHQ e-Sports Club,0.0,0.0,1.0,0.0,47176.0,867.7415185783523,30.01615508885299
1078,WC,2019-W,G,8.4,43758.40122685185,9.19,Blue,Damwon Gaming,3.0,0.0,1.0,1.0,62085.0,1280.1662337662335,32.91428571428571
1079,WC,2019-W,G,8.4,43758.40122685185,9.19,Red,Invictus Gaming,1.0,0.0,0.0,0.0,56087.0,1093.2155844155843,33.53766233766233
1090,WC,2019-W,G,8.5,43758.43949074074,9.19,Blue,Damwon Gaming,4.0,0.0,1.0,1.0,60196.0,1381.8305084745762,39.050847457627114
1091,WC,2019-W,G,8.5,43758.43949074074,9.19,Red,AHQ e-Sports Club,0.0,0.0,0.0,0.0,43580.0,818.5762711864407,32.88135593220339
1102,WC,2019-W,G,8.6,43758.47474537037,9.19,Blue,Invictus Gaming,1.0,0.0,1.0,0.0,46693.0,1266.9910158949551,32.92328956461645
1103,WC,2019-W,G,8.6,43758.47474537037,9.19,Red,Team Liquid,2.0,0.0,0.0,0.0,36552.0,846.4934346924672,31.34761575673808
1114,WC,2019-W,QF,1,43764.176932870374,9.19,Blue,Invictus Gaming,3.0,1.0,0.0,2.0,83092.0,1250.0736802126853,29.94303076338777
1115,WC,2019-W,QF,1,43764.176932870374,9.19,Red,Griffin,3.0,0.0,1.0,0.0,74169.0,1046.739080896316,28.849221420432965
1126,WC,2019-W,QF,2,43764.251597222225,9.19,Blue,Griffin,2.0,0.0,0.0,0.0,58726.0,1042.269230769231,27.548076923076927
1127,WC,2019-W,QF,2,43764.251597222225,9.19,Red,Invictus Gaming,3.0,0.0,1.0,2.0,68666.0,1329.0000000000002,33.11538461538461
1138,WC,2019-W,QF,3,43764.28996527778,9.19,Blue,Invictus Gaming,1.0,0.0,0.0,0.0,57684.0,928.5198358413134,31.819425444596448
1139,WC,2019-W,QF,3,43764.28996527778,9.19,Red,Griffin,4.0,0.0,1.0,1.0,69106.0,1241.0232558139537,31.60054719562244
1150,WC,2019-W,QF,4,43764.32960648148,9.19,Blue,Griffin,1.0,0.0,0.0,0.0,39054.0,853.9922178988327,31.245136186770427
1151,WC,2019-W,QF,4,43764.32960648148,9.19,Red,Invictus Gaming,2.0,0.0,1.0,1.0,52099.0,1361.5797665369648,34.55252918287938
1162,WC,2019-W,QF,1,43764.361608796295,9.19,Blue,Funplus Phoenix,4.0,0.0,1.0,1.0,50583.0,1270.8443877551024,30.153061224489797
1163,WC,2019-W,QF,1,43764.361608796295,9.19,Red,Fnatic,0.0,0.0,0.0,0.0,45785.0,1087.2474489795918,32.0280612244898
1174,WC,2019-W,QF,2,43764.409953703704,9.19,Blue,Fnatic,0.0,0.0,0.0,0.0,39013.0,925.16814159292,30.306330837304287
1175,WC,2019-W,QF,2,43764.409953703704,9.19,Red,Funplus Phoenix,3.0,0.0,1.0,1.0,49089.0,1336.7134104833217,32.716133424098025
1186,WC,2019-W,QF,3,43764.44291666667,9.19,Blue,Funplus Phoenix,0.0,0.0,1.0,0.0,47824.0,1111.413729128015,32.467532467532465
1187,WC,2019-W,QF,3,43764.44291666667,9.19,Red,Fnatic,4.0,0.0,0.0,1.0,53701.0,1329.4842300556586,30.389610389610393
1198,WC,2019-W,QF,4,43764.475497685184,9.19,Blue,Funplus Phoenix,5.0,0.0,0.0,2.0,71458.0,1340.9958197863446,32.80074314909429
1199,WC,2019-W,QF,4,43764.475497685184,9.19,Red,Fnatic,0.0,0.0,1.0,0.0,60007.0,1021.8783093358104,32.187645146307474
1210,WC,2019-W,QF,1,43765.389502314814,9.19,Blue,G2 Esports,3.0,0.0,0.0,1.0,65395.0,1251.6681222707423,33.304221251819506
1211,WC,2019-W,QF,1,43765.389502314814,9.19,Red,Damwon Gaming,1.0,0.0,1.0,0.0,57801.0,1030.5909752547304,33.12954876273653
1222,WC,2019-W,QF,2,43765.43907407407,9.19,Blue,G2 Esports,1.0,1.0,0.0,0.0,76137.0,1073.0262960180316,32.952667167543204
1223,WC,2019-W,QF,2,43765.43907407407,9.19,Red,Damwon Gaming,6.0,1.0,1.0,3.0,90431.0,1395.2051089406461,34.012021036814424
1234,WC,2019-W,QF,3,43765.484768518516,9.19,Blue,G2 Esports,2.0,0.0,0.0,1.0,63297.0,1381.1008583690987,36.63090128755365
1235,WC,2019-W,QF,3,43765.484768518516,9.19,Red,Damwon Gaming,2.0,0.0,1.0,0.0,52320.0,1027.763948497854,32.12446351931331
1246,WC,2019-W,QF,4,43765.51974537037,9.19,Blue,G2 Esports,3.0,0.0,1.0,1.0,62477.0,1400.0417124039518,35.631174533479694
1247,WC,2019-W,QF,4,43765.51974537037,9.19,Red,Damwon Gaming,1.0,0.0,0.0,0.0,52743.0,1079.4928649835347,31.679473106476397
1258,WC,2019-W,QF,1,43765.23556712963,9.19,Blue,Splyce,0.0,0.0,0.0,0.0,47756.0,979.0120068610636,29.22813036020583
1259,WC,2019-W,QF,1,43765.23556712963,9.19,Red,SK Telecom T1,3.0,0.0,1.0,2.0,57887.0,1326.5591766723844,31.835334476843915
1270,WC,2019-W,QF,2,43765.281747685185,9.19,Blue,SK Telecom T1,4.0,0.0,1.0,1.0,56467.0,1393.6674757281555,33.60436893203884
1271,WC,2019-W,QF,2,43765.281747685185,9.19,Red,Splyce,0.0,0.0,0.0,0.0,45505.0,994.5655339805825,32.33009708737865
1282,WC,2019-W,QF,3,43765.31542824074,9.19,Blue,SK Telecom T1,1.0,0.0,1.0,0.0,56553.0,1122.1540073336828,31.681508643268728
1283,WC,2019-W,QF,3,43765.31542824074,9.19,Red,Splyce,3.0,0.0,0.0,2.0,63665.0,1345.6846516500786,33.72446306966999
1294,WC,2019-W,QF,4,43765.352118055554,9.19,Blue,SK Telecom T1,4.0,0.0,0.0,1.0,61044.0,1258.407523510972,33.730407523510976
1295,WC,2019-W,QF,4,43765.352118055554,9.19,Red,Splyce,1.0,0.0,1.0,0.0,51314.0,953.3918495297808,29.3730407523511
1306,WC,2019-W,SF,1,43771.244050925925,9.19,Blue,Funplus Phoenix,3.0,0.0,1.0,1.0,54159.0,1245.3958944281526,31.530791788856305
1307,WC,2019-W,SF,1,43771.244050925925,9.19,Red,Invictus Gaming,0.0,0.0,0.0,0.0,44622.0,909.782991202346,30.651026392961874
1318,WC,2019-W,SF,2,43771.28145833333,9.19,Blue,Invictus Gaming,2.0,1.0,0.0,1.0,79778.0,1233.42958022754,27.987446057277364
1319,WC,2019-W,SF,2,43771.28145833333,9.19,Red,Funplus Phoenix,4.0,0.0,1.0,1.0,77781.0,1186.4229109454686,26.03373872106708
1330,WC,2019-W,SF,3,43771.32549768518,9.19,Blue,Funplus Phoenix,3.0,0.0,1.0,1.0,50568.0,1293.358295674629,28.04389928986443
1331,WC,2019-W,SF,3,43771.32549768518,9.19,Red,Invictus Gaming,0.0,0.0,0.0,0.0,42684.0,987.9741768883152,30.5229180116204
1342,WC,2019-W,SF,4,43771.35800925926,9.19,Blue,Invictus Gaming,2.0,0.0,0.0,1.0,63909.0,1184.0076591670654,26.596457635232166
1343,WC,2019-W,SF,4,43771.35800925926,9.19,Red,Funplus Phoenix,3.0,0.0,1.0,1.0,70309.0,1367.8276687410244,26.883676400191476
1354,WC,2019-W,SF,1,43772.2403125,9.19,Blue,SK Telecom T1,3.0,0.0,1.0,1.0,61406.0,1125.424023154848,35.07959479015919
1355,WC,2019-W,SF,1,43772.2403125,9.19,Red,G2 Esports,2.0,0.0,0.0,0.0,63104.0,1174.5701881331404,34.79015918958032
1366,WC,2019-W,SF,2,43772.285578703704,9.19,Blue,G2 Esports,2.0,0.0,1.0,0.0,61212.0,1050.8253821213525,33.62667901806392
1367,WC,2019-W,SF,2,43772.285578703704,9.19,Red,SK Telecom T1,4.0,1.0,0.0,2.0,73282.0,1386.2584529874944,32.32051875868458
