,league,split,week,game,date,patchno,side,team,teamdragkills,elders,herald,teambaronkills,totalgold,earnedgpm,cspm
6839,LCK,2019-2,7.1,2,43671.17689814815,9.14,Red,KT Rolster,1.0,0.0,0.0,0.0,51454.0,1001.6197636949516,36.76691729323308
6850,LCK,2019-2,7.1,1,43671.224814814814,9.14,Blue,SK Telecom T1,2.0,0.0,1.0,0.0,68672.0,1224.1255115961799,33.99727148703957
6851,LCK,2019-2,7.1,1,43671.224814814814,9.14,Red,Gen.G,3.0,0.0,0.0,1.0,67004.0,1178.613915416098,32.06002728512961
6862,LCK,2019-2,7.1,2,43671.29366898148,9.14,Blue,Gen.G,0.0,0.0,0.0,0.0,46227.0,911.748584371461,31.359003397508495
6863,LCK,2019-2,7.1,2,43671.29366898148,9.14,Red,SK Telecom T1,4.0,0.0,1.0,1.0,57168.0,1283.4699886749718,36.14949037372593
6874,LCK,2019-2,7.2,1,43672.1118287037,9.14,Blue,Damwon Gaming,3.0,0.0,0.0,1.0,54435.0,1319.6868932038835,37.42718446601942
6875,LCK,2019-2,7.2,1,43672.1118287037,9.14,Red,Sandbox Gaming,1.0,0.0,1.0,0.0,50369.0,1171.6529126213593,37.39077669902913
6886,LCK,2019-2,7.2,2,43672.159837962965,9.14,Blue,Sandbox Gaming,2.0,1.0,0.0,2.0,80788.0,1220.5384615384614,30.807692307692307
6887,LCK,2019-2,7.2,2,43672.159837962965,9.14,Red,Damwon Gaming,4.0,0.0,1.0,0.0,79084.0,1181.2153846153844,33.253846153846155
6898,LCK,2019-2,7.2,3,43672.2084375,9.14,Blue,Damwon Gaming,2.0,0.0,0.0,1.0,67529.0,1352.881188118812,31.24752475247525
6899,LCK,2019-2,7.2,3,43672.2084375,9.14,Red,Sandbox Gaming,2.0,0.0,1.0,0.0,58998.0,1099.4851485148515,31.039603960396043
6910,LCK,2019-2,7.2,1,43672.247615740744,9.14,Blue,Jin Air Green Wings,0.0,0.0,1.0,0.0,33564.0,758.5890702625976,28.44570617459191
6911,LCK,2019-2,7.2,1,43672.247615740744,9.14,Red,Hanwha Life Esports,3.0,0.0,0.0,1.0,48680.0,1402.2796309439318,32.61887863733144
6922,LCK,2019-2,7.2,2,43672.31707175926,9.14,Blue,Hanwha Life Esports,3.0,1.0,1.0,0.0,77117.0,1116.5431723088625,30.1711677443895
6923,LCK,2019-2,7.2,2,43672.31707175926,9.14,Red,Jin Air Green Wings,2.0,0.0,0.0,1.0,65889.0,860.2936477748192,28.505135032331683
6934,LEC,2019-2,6,1,43672.43440972222,9.14,Blue,Schalke 04,1.0,0.0,1.0,2.0,63099.0,1261.1714719271622,33.71775417298937
6935,LEC,2019-2,6,1,43672.43440972222,9.14,Red,SK Gaming,2.0,0.0,0.0,0.0,55799.0,1039.6236722306523,34.20333839150227
6946,LEC,2019-2,6,1,43672.48703703703,9.14,Blue,Rogue,1.0,0.0,0.0,0.0,47562.0,899.7512274959083,29.590834697217673
6947,LEC,2019-2,6,1,43672.48703703703,9.14,Red,Excel Esports,3.0,0.0,1.0,1.0,60999.0,1339.5875613747955,34.8936170212766
6958,LEC,2019-2,6,1,43672.52575231482,9.14,Blue,Misfits,1.0,0.0,1.0,1.0,64961.0,1417.244680851064,35.52127659574468
6959,LEC,2019-2,6,1,43672.52575231482,9.14,Red,Fnatic,1.0,0.0,0.0,0.0,58807.0,1220.840425531915,34.723404255319146
6970,LEC,2019-2,6,1,43672.58325231481,9.14,Blue,Splyce,4.0,1.0,0.0,0.0,78943.0,1239.9299641862317,31.5399920413848
6971,LEC,2019-2,6,1,43672.58325231481,9.14,Red,Vitality,2.0,0.0,1.0,4.0,80536.0,1277.964186231596,30.632709908475924
6982,LEC,2019-2,6,1,43672.616377314815,9.14,Blue,G2 Esports,1.0,0.0,1.0,1.0,48118.0,1336.8533703961084,31.063238359972203
6983,LEC,2019-2,6,1,43672.616377314815,9.14,Red,Origen,1.0,0.0,0.0,0.0,35715.0,819.7025712300209,27.685892981236968
6994,LMS,2019-2,6.1,1,43672.11460648148,9.14,Blue,Alpha Esports,0.0,0.0,1.0,1.0,53541.0,1099.1973756150903,35.101148168398026
6995,LMS,2019-2,6.1,1,43672.11460648148,9.14,Red,Hong Kong Attitude,4.0,0.0,0.0,1.0,66117.0,1511.7506834335702,38.54565336249316
7006,LMS,2019-2,6.1,2,43672.16038194444,9.14,Blue,Hong Kong Attitude,2.0,0.0,0.0,0.0,41568.0,1382.5409429280396,32.059553349875934
7007,LMS,2019-2,6.1,2,43672.16038194444,9.14,Red,Alpha Esports,0.0,0.0,1.0,0.0,27127.0,665.8660049627791,28.188585607940446
7018,LMS,2019-2,6.1,1,43672.203888888886,9.14,Blue,G-Rex,4.0,0.0,0.0,1.0,58741.0,1204.2427440633246,34.733509234828496
7019,LMS,2019-2,6.1,1,43672.203888888886,9.14,Red,AHQ e-Sports Club,0.0,0.0,1.0,0.0,50228.0,934.7018469656992,33.593667546174146
7030,LMS,2019-2,6.1,2,43672.25309027778,9.14,Blue,AHQ e-Sports Club,5.0,1.0,1.0,2.0,78029.0,1230.5721153846152,28.485576923076923
7031,LMS,2019-2,6.1,2,43672.25309027778,9.14,Red,G-Rex,1.0,0.0,0.0,1.0,71237.0,1067.3028846153845,32.16346153846154
7042,LMS,2019-2,6.1,3,43672.30065972222,9.14,Blue,G-Rex,4.0,0.0,1.0,1.0,74306.0,1221.1294511939673,31.470465018852117
7043,LMS,2019-2,6.1,3,43672.30065972222,9.14,Red,AHQ e-Sports Club,1.0,0.0,0.0,0.0,64929.0,985.4277335567658,31.922915793883536
7054,LCK,2019-2,7.3,1,43673.113969907405,9.14,Blue,Kingzone DragonX,2.0,0.0,0.0,0.0,72688.0,1062.5988258317027,33.416829745596864
7055,LCK,2019-2,7.3,1,43673.113969907405,9.14,Red,Afreeca Freecs,4.0,1.0,1.0,3.0,86491.0,1386.7397260273974,36.46966731898239
7066,LCK,2019-2,7.3,2,43673.17738425926,9.14,Blue,Afreeca Freecs,2.0,0.0,0.0,0.0,59821.0,1074.6666666666667,29.92784992784993
7067,LCK,2019-2,7.3,2,43673.17738425926,9.14,Red,Kingzone DragonX,2.0,0.0,1.0,1.0,67362.0,1292.3001443001444,30.851370851370852
7078,LCK,2019-2,7.3,3,43673.21157407408,9.14,Blue,Kingzone DragonX,0.0,0.0,1.0,0.0,64147.0,1070.063421170165,34.70299240732469
7079,LCK,2019-2,7.3,3,43673.21157407408,9.14,Red,Afreeca Freecs,5.0,0.0,0.0,2.0,72330.0,1289.3488164359087,37.40955783832067
7090,LCK,2019-2,7.3,1,43673.25393518519,9.14,Blue,Gen.G,1.0,0.0,1.0,2.0,68273.0,1117.297716501508,31.098664368806553
7091,LCK,2019-2,7.3,1,43673.25393518519,9.14,Red,KT Rolster,4.0,0.0,0.0,0.0,64740.0,1025.9663937957778,35.36406721240844
7102,LCK,2019-2,7.3,2,43673.32612268518,9.14,Blue,KT Rolster,1.0,0.0,0.0,0.0,52149.0,899.0416666666669,32.94642857142857
7103,LCK,2019-2,7.3,2,43673.32612268518,9.14,Red,Gen.G,4.0,0.0,1.0,1.0,63063.0,1223.8630952380952,34.88095238095238
7114,LCK,2019-2,7.4,1,43674.08788194445,9.14,Blue,Griffin,2.0,0.0,1.0,0.0,60299.0,1148.5876494023903,41.264940239043824
7115,LCK,2019-2,7.4,1,43674.08788194445,9.14,Red,SK Telecom T1,2.0,0.0,0.0,0.0,63896.0,1256.0677290836652,40.09960159362549
7126,LCK,2019-2,7.4,2,43674.164293981485,9.14,Blue,SK Telecom T1,0.0,0.0,0.0,1.0,66111.0,1132.041311180961,36.07543780871127
7127,LCK,2019-2,7.4,2,43674.164293981485,9.14,Red,Griffin,5.0,0.0,1.0,1.0,75154.0,1375.6784912438256,38.98518185900314
7138,LCK,2019-2,7.4,3,43674.20439814815,9.14,Blue,Griffin,0.0,0.0,1.0,0.0,55044.0,1044.358024691358,35.80246913580247
7139,LCK,2019-2,7.4,3,43674.20439814815,9.14,Red,SK Telecom T1,5.0,0.0,0.0,1.0,63675.0,1310.7469135802469,36.23456790123457
7150,LCK,2019-2,7.4,1,43674.244733796295,9.14,Blue,Damwon Gaming,3.0,0.0,1.0,1.0,67476.0,1366.9820359281437,38.35329341317366
7151,LCK,2019-2,7.4,1,43674.244733796295,9.14,Red,Jin Air Green Wings,2.0,0.0,0.0,0.0,53825.0,958.2694610778444,33.32335329341318
7162,LCK,2019-2,7.4,2,43674.315983796296,9.14,Blue,Jin Air Green Wings,0.0,0.0,0.0,0.0,49109.0,931.8598382749326,30.824797843665767
7163,LCK,2019-2,7.4,2,43674.315983796296,9.14,Red,Damwon Gaming,4.0,0.0,1.0,0.0,62405.0,1361.9191374663073,38.58760107816712
7174,LMS,2019-2,6.2,1,43673.13271990741,9.14,Blue,Hong Kong Attitude,0.0,0.0,0.0,0.0,47154.0,1005.5265017667843,32.473498233215544
7175,LMS,2019-2,6.2,1,43673.13271990741,9.14,Red,AHQ e-Sports Club,4.0,0.0,1.0,1.0,58449.0,1404.643109540636,35.936395759717314
7186,LMS,2019-2,6.2,2,43673.15684027778,9.14,Blue,AHQ e-Sports Club,0.0,0.0,1.0,1.0,72038.0,1142.8013245033114,32.110927152317885
7187,LMS,2019-2,6.2,2,43673.15684027778,9.14,Red,Hong Kong Attitude,6.0,0.0,0.0,0.0,62529.0,906.6506622516556,30.198675496688743
7198,LMS,2019-2,6.2,1,43673.204421296294,9.14,Blue,MAD Team,3.0,1.0,0.0,1.0,70728.0,1213.0,32.68421052631579
7199,LMS,2019-2,6.2,1,43673.204421296294,9.14,Red,Flash Wolves,3.0,0.0,1.0,0.0,61462.0,969.1578947368422,31.368421052631582
7210,LMS,2019-2,6.2,2,43673.26342592593,9.14,Blue,Flash Wolves,0.0,0.0,1.0,0.0,55400.0,996.5955334987591,34.33250620347395
7211,LMS,2019-2,6.2,2,43673.26342592593,9.14,Red,MAD Team,5.0,0.0,0.0,2.0,66708.0,1333.31017369727,36.89330024813896
7222,LMS,2019-2,6.3,1,43674.10537037037,9.14,Blue,Alpha Esports,0.0,0.0,1.0,0.0,50587.0,1004.9441401971524,33.38444687842278
7223,LMS,2019-2,6.3,1,43674.10537037037,9.14,Red,G-Rex,4.0,0.0,0.0,1.0,61394.0,1360.0481927710846,38.740416210295734
7234,LMS,2019-2,6.3,2,43674.16332175926,9.14,Blue,G-Rex,1.0,0.0,0.0,2.0,71579.0,1310.4372432679143,27.63121862163396
7235,LMS,2019-2,6.3,2,43674.16332175926,9.14,Red,Alpha Esports,4.0,0.0,1.0,0.0,65642.0,1147.8539479689641,31.273391145595618
7246,LMS,2019-2,6.3,1,43674.23280092593,9.14,Blue,J Team,4.0,0.0,1.0,2.0,68642.0,1340.5108853410738,38.08417997097242
7247,LMS,2019-2,6.3,1,43674.23280092593,9.14,Red,MAD Team,0.0,0.0,0.0,0.0,56016.0,974.008708272859,34.049346879535555
7258,LMS,2019-2,6.3,2,43674.27480324074,9.14,Blue,MAD Team,3.0,0.0,0.0,0.0,48129.0,974.5723981900454,33.59728506787331
7259,LMS,2019-2,6.3,2,43674.27480324074,9.14,Red,J Team,1.0,0.0,1.0,1.0,60380.0,1390.3303167420815,36.14253393665158
7270,LEC,2019-2,6,2,43673.40224537037,9.14,Blue,Rogue,3.0,0.0,1.0,1.0,57723.0,1136.9394723228143,31.536471805483703
7271,LEC,2019-2,6,2,43673.40224537037,9.14,Red,Vitality,2.0,0.0,0.0,1.0,60217.0,1214.3528194516293,30.450077599586134
7282,LEC,2019-2,6,2,43673.44427083333,9.14,Blue,Excel Esports,3.0,0.0,1.0,2.0,58628.0,1297.3941078376877,30.917176209005003
7283,LEC,2019-2,6,2,43673.44427083333,9.14,Red,Misfits,0.0,0.0,0.0,0.0,47779.0,935.5597554196776,31.51750972762646
7294,LEC,2019-2,6,2,43673.48453703704,9.14,Blue,Schalke 04,1.0,0.0,0.0,0.0,58243.0,1020.4880382775119,34.67942583732057
7295,LEC,2019-2,6,2,43673.48453703704,9.14,Red,Splyce,2.0,0.0,1.0,2.0,72359.0,1425.7320574162677,38.66985645933014
7306,LEC,2019-2,6,2,43673.52652777778,9.14,Blue,G2 Esports,1.0,0.0,1.0,0.0,51554.0,1411.225806451613,31.57258064516129
7307,LEC,2019-2,6,2,43673.52652777778,9.14,Red,SK Gaming,1.0,0.0,0.0,0.0,37527.0,845.6209677419355,29.35483870967742
7318,LEC,2019-2,6,2,43673.5621875,9.14,Blue,Origen,1.0,0.0,1.0,0.0,70508.0,1085.1358428805236,32.45499181669394
7319,LEC,2019-2,6,2,43673.5621875,9.14,Red,Fnatic,6.0,1.0,0.0,3.0,82825.0,1387.5171849427168,31.399345335515548
7330,LCS,2019-2,8,1,43673.64365740741,9.14,Blue,Team Liquid,2.0,0.0,1.0,1.0,65961.0,1283.7827788649706,32.788649706457925
7331,LCS,2019-2,8,1,43673.64365740741,9.14,Red,OpTic Gaming,2.0,0.0,0.0,1.0,63256.0,1204.3796477495107,31.878669275929546
7342,LCS,2019-2,8,1,43673.69519675926,9.14,Blue,Cloud9,0.0,0.0,1.0,0.0,47430.0,927.3426183844011,26.172701949860723
7343,LCS,2019-2,8,1,43673.69519675926,9.14,Red,FlyQuest,4.0,0.0,0.0,1.0,58571.0,1299.7437325905291,33.22562674094708
7354,LCS,2019-2,8,1,43673.73515046296,9.14,Blue,Golden Guardians,3.0,0.0,1.0,1.0,55140.0,1248.2768166089968,34.80968858131488
7355,LCS,2019-2,8,1,43673.73515046296,9.14,Red,100 Thieves,1.0,0.0,0.0,0.0,47180.0,972.8442906574394,31.038062283737027
7366,LCS,2019-2,8,1,43673.772361111114,9.14,Blue,Team SoloMid,4.0,0.0,0.0,1.0,81187.0,1155.6411960132893,29.014396456256925
7367,LCS,2019-2,8,1,43673.772361111114,9.14,Red,Echo Fox,3.0,1.0,1.0,3.0,86917.0,1282.5514950166114,30.033222591362126
7378,LCS,2019-2,8,1,43673.821018518516,9.14,Blue,Clutch Gaming,2.0,0.0,1.0,0.0,59872.0,1009.0808314087759,35.50115473441108
7379,LCS,2019-2,8,1,43673.821018518516,9.14,Red,Counter Logic Gaming,3.0,0.0,0.0,1.0,65331.0,1160.3695150115473,36.997690531177824
7390,LCS,2019-2,8,2,43674.565671296295,9.14,Blue,OpTic Gaming,2.0,0.0,0.0,0.0,65918.0,981.5802469135803,30.666666666666668
7391,LCS,2019-2,8,2,43674.565671296295,9.14,Red,Golden Guardians,4.0,0.0,1.0,1.0,73721.0,1174.246913580247,32.71604938271605
7402,LCS,2019-2,8,2,43674.617372685185,9.14,Blue,100 Thieves,4.0,0.0,1.0,1.0,60806.0,1249.0020876826725,36.13778705636743
7403,LCS,2019-2,8,2,43674.617372685185,9.14,Red,Team SoloMid,1.0,0.0,0.0,0.0,50144.0,915.1189979123175,33.350730688935286
7414,LCS,2019-2,8,2,43674.65678240741,9.14,Blue,Cloud9,2.0,0.0,0.0,1.0,53490.0,1206.9179755671903,30.47120418848168
7415,LCS,2019-2,8,2,43674.65678240741,9.14,Red,Team Liquid,2.0,0.0,1.0,0.0,48349.0,1027.4764397905758,31.41361256544503
7426,LCS,2019-2,8,2,43674.69489583333,9.14,Blue,Counter Logic Gaming,4.0,0.0,0.0,1.0,57592.0,1352.3797320908561,32.91788002329645
7427,LCS,2019-2,8,2,43674.69489583333,9.14,Red,Echo Fox,0.0,0.0,1.0,0.0,44155.0,882.828188701223,29.737914967967384
7438,LCS,2019-2,8,2,43674.73436342592,9.14,Blue,Clutch Gaming,4.0,0.0,0.0,2.0,73684.0,1351.0588235294115,36.678733031674206
7439,LCS,2019-2,8,2,43674.73436342592,9.14,Red,FlyQuest,1.0,0.0,1.0,0.0,61837.0,1029.4208144796378,36.678733031674206
7450,CBLoL,2019-2,9,1,43673.45612268519,9.14,Blue,CNB,1.0,0.0,1.0,0.0,53595.0,894.2596153846155,29.134615384615387
7451,CBLoL,2019-2,9,1,43673.45612268519,9.14,Red,Flamengo,4.0,0.0,0.0,1.0,67152.0,1285.326923076923,34.61538461538462
7462,CBLoL,2019-2,9,1,43673.50394675926,9.14,Blue,KaBuM,3.0,0.0,1.0,1.0,59054.0,1409.3551401869158,35.18691588785046
7463,CBLoL,2019-2,9,1,43673.50394675926,9.14,Red,INTZ,1.0,0.0,0.0,0.0,45875.0,947.4742990654206,31.33177570093458
7474,CBLoL,2019-2,9,1,43673.5444212963,9.14,Blue,paiN Gaming,1.0,1.0,0.0,1.0,74472.0,1154.9782433521355,31.06365834004835
7475,CBLoL,2019-2,9,1,43673.5444212963,9.14,Red,Uppercut,5.0,0.0,1.0,1.0,77590.0,1230.3529411764707,32.36905721192586
7486,CBLoL,2019-2,9,1,43673.593993055554,9.14,Blue,Team One,2.0,0.0,1.0,2.0,61949.0,1286.7774294670846,34.827586206896555
7487,CBLoL,2019-2,9,1,43673.593993055554,9.14,Red,Redemption,2.0,0.0,0.0,0.0,52604.0,993.8307210031348,34.79623824451411
7498,CBLoL,2019-2,9,2,43674.45681712963,9.14,Blue,KaBuM,1.0,0.0,0.0,0.0,53356.0,921.2743362831859,33.56932153392331
7499,CBLoL,2019-2,9,2,43674.45681712963,9.14,Red,Uppercut,4.0,0.0,1.0,1.0,65374.0,1275.7876106194692,31.120943952802364
7510,CBLoL,2019-2,9,2,43674.501805555556,9.14,Blue,paiN Gaming,2.0,0.0,1.0,0.0,63505.0,1135.5949367088608,34.54289732770746
7511,CBLoL,2019-2,9,2,43674.501805555556,9.14,Red,Team One,3.0,0.0,0.0,0.0,58970.0,1008.028129395218,29.507735583684955
7522,CBLoL,2019-2,9,2,43674.54619212963,9.14,Blue,CNB,5.0,0.0,1.0,0.0,51255.0,1019.7448200654308,30.75245365321701
7523,CBLoL,2019-2,9,2,43674.54619212963,9.14,Red,INTZ,0.0,0.0,0.0,1.0,57373.0,1219.897491821156,31.962922573609596
7534,CBLoL,2019-2,9,2,43674.58440972222,9.14,Blue,Redemption,1.0,0.0,1.0,0.0,43085.0,928.8990147783252,29.96305418719212
7535,CBLoL,2019-2,9,2,43674.58440972222,9.14,Red,Flamengo,2.0,0.0,0.0,1.0,52663.0,1282.766009852217,32.69704433497537
7870,LCK,2019-2,8.1,1,43678.07094907408,9.14,Blue,SK Telecom T1,4.0,0.0,0.0,0.0,66846.0,1252.2999525391551,37.902230659705744
7871,LCK,2019-2,8.1,1,43678.07094907408,9.14,Red,Kingzone DragonX,1.0,0.0,1.0,1.0,61114.0,1089.0726150925484,33.716184148077836
7882,LCK,2019-2,8.1,2,43678.16856481481,9.14,Blue,Kingzone DragonX,2.0,0.0,1.0,0.0,60131.0,990.3545454545456,34.74545454545455
7883,LCK,2019-2,8.1,2,43678.16856481481,9.14,Red,SK Telecom T1,3.0,0.0,0.0,2.0,70304.0,1267.8,35.89090909090909
7894,LCK,2019-2,8.1,1,43678.20822916667,9.14,Blue,Afreeca Freecs,2.0,0.0,1.0,2.0,79007.0,1206.0093676814986,32.131147540983605
7895,LCK,2019-2,8.1,1,43678.20822916667,9.14,Red,Damwon Gaming,4.0,1.0,0.0,0.0,77614.0,1173.3864168618265,34.285714285714285
7906,LCK,2019-2,8.1,2,43678.2974537037,9.14,Blue,Damwon Gaming,0.0,0.0,1.0,0.0,55450.0,1019.9517102615696,33.138832997987926
7907,LCK,2019-2,8.1,2,43678.2974537037,9.14,Red,Afreeca Freecs,5.0,0.0,0.0,1.0,65348.0,1318.6841046277668,32.62575452716298
7918,LCK,2019-2,8.2,1,43679.10508101852,9.14,Blue,KT Rolster,2.0,0.0,0.0,1.0,44980.0,1298.971512052593,33.65960555149744
7919,LCK,2019-2,8.2,1,43679.10508101852,9.14,Red,Hanwha Life Esports,0.0,0.0,1.0,0.0,35987.0,904.8298027757487,32.78305332359386
7930,LCK,2019-2,8.2,2,43679.15636574074,9.14,Blue,Hanwha Life Esports,1.0,0.0,1.0,2.0,77440.0,1112.1103135625235,31.371363808084624
7931,LCK,2019-2,8.2,2,43679.15636574074,9.14,Red,KT Rolster,5.0,1.0,0.0,0.0,77544.0,1114.4676992822062,31.39403097846619
7942,LCK,2019-2,8.2,1,43679.20494212963,9.14,Blue,Sandbox Gaming,2.0,0.0,1.0,0.0,51330.0,1003.6981132075472,34.99730458221024
7943,LCK,2019-2,8.2,1,43679.20494212963,9.14,Red,Griffin,1.0,0.0,0.0,2.0,63754.0,1405.5525606469002,38.78167115902965
7954,LCK,2019-2,8.2,2,43679.28545138889,9.14,Blue,Griffin,0.0,0.0,1.0,0.0,58906.0,1159.0005130836325,32.84761416110826
7955,LCK,2019-2,8.2,2,43679.28545138889,9.14,Red,Sandbox Gaming,5.0,0.0,0.0,1.0,64136.0,1320.0061570035916,36.757311441765005
7966,LCK,2019-2,8.2,3,43679.324537037035,9.14,Blue,Sandbox Gaming,1.0,0.0,1.0,0.0,49421.0,952.9185667752441,36.416938110749186
7967,LCK,2019-2,8.2,3,43679.324537037035,9.14,Red,Griffin,2.0,0.0,0.0,1.0,60800.0,1323.5700325732898,39.185667752442995
7978,LEC,2019-2,7,1,43679.42938657408,9.14,Blue,Splyce,1.0,0.0,0.0,0.0,51907.0,949.9474497681607,33.44667697063369
7979,LEC,2019-2,7,1,43679.42938657408,9.14,Red,Excel Esports,3.0,0.0,1.0,2.0,65383.0,1366.516228748068,35.61051004636785
7990,LEC,2019-2,7,1,43679.48719907407,9.14,Blue,SK Gaming,4.0,0.0,0.0,1.0,72016.0,1181.6013542107492,30.31739314430808
7991,LEC,2019-2,7,1,43679.48719907407,9.14,Red,Rogue,0.0,0.0,1.0,1.0,73505.0,1219.4092255607281,31.53618281845112
8002,LEC,2019-2,7,1,43679.5321875,9.14,Blue,Vitality,4.0,0.0,0.0,1.0,57086.0,1329.0452961672474,31.986062717770036
8003,LEC,2019-2,7,1,43679.5321875,9.14,Red,G2 Esports,0.0,0.0,1.0,0.0,42786.0,830.7874564459931,30.0
8014,LEC,2019-2,7,1,43679.57013888889,9.14,Blue,Misfits,0.0,0.0,0.0,0.0,40365.0,838.2293862368258,29.386236825790455
8015,LEC,2019-2,7,1,43679.57013888889,9.14,Red,Origen,2.0,0.0,1.0,1.0,59331.0,1543.7222566646,35.67265964042157
8026,LEC,2019-2,7,1,43679.62174768518,9.14,Blue,Fnatic,3.0,0.0,1.0,0.0,51656.0,1252.4499381953028,32.37330037082818
8027,LEC,2019-2,7,1,43679.62174768518,9.14,Red,Schalke 04,0.0,0.0,0.0,0.0,41190.0,864.3411619283067,30.74165636588381
8038,LEC,2019-2,7,2,43680.39619212963,9.14,Blue,SK Gaming,2.0,0.0,1.0,1.0,66819.0,1357.1374122367101,31.985957873620862
8039,LEC,2019-2,7,2,43680.39619212963,9.14,Red,Misfits,0.0,0.0,0.0,0.0,59061.0,1123.6970912738213,31.56469408224674
8050,LEC,2019-2,7,2,43680.44652777778,9.14,Blue,Excel Esports,1.0,0.0,0.0,2.0,67835.0,1088.3923240938166,31.138592750533046
8051,LEC,2019-2,7,2,43680.44652777778,9.14,Red,Vitality,3.0,1.0,1.0,0.0,76011.0,1297.5863539445627,33.77398720682303
8062,LEC,2019-2,7,2,43680.49355324074,9.14,Blue,Splyce,4.0,0.0,1.0,2.0,74237.0,1448.1036757775682,37.32327992459943
8063,LEC,2019-2,7,2,43680.49355324074,9.14,Red,Rogue,0.0,0.0,0.0,0.0,58133.0,992.7596606974552,31.385485391140435
8074,LEC,2019-2,7,2,43680.536875,9.14,Blue,Origen,2.0,1.0,0.0,1.0,71376.0,1174.4227988090176,33.48362398979158
8075,LEC,2019-2,7,2,43680.536875,9.14,Red,Schalke 04,4.0,0.0,1.0,1.0,73150.0,1219.6971501488729,34.4279030199915
8086,LEC,2019-2,7,2,43680.58094907407,9.14,Blue,Fnatic,0.0,0.0,1.0,0.0,41200.0,1034.671261199173,28.573397656788423
8087,LEC,2019-2,7,2,43680.58094907407,9.14,Red,G2 Esports,2.0,0.0,0.0,1.0,54275.0,1575.3328738800828,34.48656099241902
8098,LCK,2019-2,8.3,1,43680.04957175926,9.14,Blue,Jin Air Green Wings,4.0,0.0,1.0,2.0,70783.0,1228.1679186920019,31.179849756959786
8099,LCK,2019-2,8.3,1,43680.04957175926,9.14,Red,Gen.G,1.0,0.0,0.0,0.0,62012.0,995.6182059213434,32.45249668581529
8110,LCK,2019-2,8.3,2,43680.166296296295,9.14,Blue,Gen.G,4.0,0.0,0.0,1.0,63641.0,1381.479188900747,36.723585912486655
8111,LCK,2019-2,8.3,2,43680.166296296295,9.14,Red,Jin Air Green Wings,0.0,0.0,1.0,0.0,47833.0,875.3532550693703,32.68943436499466
8122,LCK,2019-2,8.3,3,43680.20380787037,9.14,Blue,Jin Air Green Wings,0.0,0.0,1.0,0.0,42225.0,790.8734974241556,30.944476244991414
8123,LCK,2019-2,8.3,3,43680.20380787037,9.14,Red,Gen.G,3.0,0.0,0.0,1.0,59380.0,1380.054951345163,38.53463079564968
8134,LCK,2019-2,8.3,1,43680.238657407404,9.14,Blue,SK Telecom T1,3.0,0.0,1.0,2.0,69272.0,1295.134831460674,35.2247191011236
8135,LCK,2019-2,8.3,1,43680.238657407404,9.14,Red,Afreeca Freecs,2.0,0.0,0.0,0.0,60278.0,1042.4943820224717,34.747191011235955
8146,LCK,2019-2,8.3,2,43680.309479166666,9.14,Blue,Afreeca Freecs,1.0,0.0,1.0,0.0,53652.0,953.8711932101845,29.44583125312032
8147,LCK,2019-2,8.3,2,43680.309479166666,9.14,Red,SK Telecom T1,4.0,0.0,0.0,2.0,65453.0,1307.370943584623,34.29855217174239
8158,LCK,2019-2,8.4,1,43681.112974537034,9.14,Blue,Hanwha Life Esports,4.0,0.0,1.0,2.0,67315.0,1419.9568567026195,37.62711864406779
8159,LCK,2019-2,8.4,1,43681.112974537034,9.14,Red,Damwon Gaming,0.0,0.0,0.0,0.0,54196.0,1015.6733436055468,34.57627118644067
8170,LCK,2019-2,8.4,2,43681.16243055555,9.14,Blue,Damwon Gaming,1.0,0.0,0.0,0.0,51725.0,1005.1413276231264,30.51391862955032
8171,LCK,2019-2,8.4,2,43681.16243055555,9.14,Red,Hanwha Life Esports,2.0,0.0,1.0,2.0,63796.0,1392.8608137044966,33.30835117773019
8182,LCK,2019-2,8.4,1,43681.19969907407,9.14,Blue,Kingzone DragonX,1.0,0.0,1.0,0.0,60203.0,1005.552703941338,35.8295142071494
8183,LCK,2019-2,8.4,1,43681.19969907407,9.14,Red,Sandbox Gaming,2.0,0.0,0.0,1.0,69967.0,1274.0403299725021,39.2942254812099
8194,LCK,2019-2,8.4,2,43681.28905092592,9.14,Blue,Sandbox Gaming,3.0,0.0,1.0,0.0,67995.0,1162.0878828229027,36.91078561917443
8195,LCK,2019-2,8.4,2,43681.28905092592,9.14,Red,Kingzone DragonX,2.0,0.0,0.0,0.0,59087.0,924.8575233022638,34.19440745672437
8206,LCS,2019-2,9,1,43680.64142361111,9.14,Blue,OpTic Gaming,0.0,0.0,0.0,0.0,61690.0,979.3456464379946,31.688654353562008
8207,LCS,2019-2,9,1,43680.64142361111,9.14,Red,Counter Logic Gaming,5.0,0.0,1.0,2.0,71868.0,1247.8944591029024,33.35092348284961
8218,LCS,2019-2,9,1,43680.69976851852,9.14,Blue,Cloud9,2.0,0.0,0.0,1.0,59809.0,1379.965909090909,30.136363636363637
8219,LCS,2019-2,9,1,43680.69976851852,9.14,Red,Golden Guardians,1.0,0.0,1.0,0.0,49796.0,1038.6136363636365,30.852272727272727
8230,LCS,2019-2,9,1,43680.73726851852,9.14,Blue,Clutch Gaming,2.0,0.0,1.0,1.0,68006.0,1234.503464203233,36.66512702078522
8231,LCS,2019-2,9,1,43680.73726851852,9.14,Red,100 Thieves,2.0,0.0,0.0,0.0,56077.0,903.907621247113,32.06466512702078
